Date,Open,High,Low,Close,Adj Close,Volume
4/20/2021,80.82,81.110001,78.510002,79.269997,79.269997,34977800
4/21/2021,78.989998,81.660004,78.860001,81.610001,81.610001,35069000
4/22/2021,81.610001,81.790001,78.589996,79.059998,79.059998,38846100
4/23/2021,80.209999,83.300003,79.959999,82.760002,82.760002,49194000
4/26/2021,83.349998,85.900002,82.699997,85.410004,85.410004,57594500
4/27/2021,85.669998,87.150002,85.129997,85.209999,85.209999,61909900
4/28/2021,88.849998,89.199997,83.919998,84.019997,84.019997,108920300
4/29/2021,84.699997,85.269997,82.629997,83.910004,83.910004,51294500
4/30/2021,82.970001,84.099998,81.419998,81.620003,81.620003,46601900
5/3/2021,81.970001,82,78.459999,78.550003,78.550003,66323300
5/4/2021,77.949997,78.669998,77.040001,78.610001,78.610001,59194300
5/5/2021,79.050003,79.300003,77.360001,77.830002,77.830002,42310200
5/6/2021,77.629997,78.059998,76.470001,77.889999,77.889999,38661300
5/7/2021,78.75,79.57,78.220001,78.809998,78.809998,36954200
5/10/2021,78.199997,78.300003,75.919998,75.989998,75.989998,45134500
5/11/2021,73.57,76.93,72.75,76.830002,76.830002,51008200
5/12/2021,75.089996,76.129997,74.160004,74.639999,74.639999,42531400
5/13/2021,75.209999,75.699997,72.5,73.089996,73.089996,48646800
5/14/2021,74.019997,75.029999,72.720001,74.589996,74.589996,38355800
5/17/2021,74.220001,75.519997,73.410004,74.650002,74.650002,40779200
5/18/2021,74.739998,75.769997,74.239998,74.440002,74.440002,31982500
5/19/2021,73.160004,76.970001,72.760002,76.230003,76.230003,73966200
5/20/2021,76.809998,78.269997,76.25,78.059998,78.059998,49135000
5/21/2021,78.550003,78.809998,77.040001,77.169998,77.169998,40201100
5/24/2021,77.260002,78.010002,76.800003,77.440002,77.440002,33194300
5/25/2021,77.330002,78.769997,76.839996,77.860001,77.860001,47353100
5/26/2021,77.830002,78.589996,77.589996,78.339996,78.339996,30354000
5/27/2021,78.110001,78.43,77.470001,78.419998,78.419998,35883200
5/28/2021,78.660004,81.089996,78.660004,80.080002,80.080002,40952700
6/1/2021,81.010002,82.910004,80.660004,80.809998,80.809998,43433000
6/2/2021,81,82.599998,80.660004,81.970001,81.970001,35203200
6/3/2021,81.129997,81.889999,80.260002,80.279999,80.279999,29812000
6/4/2021,80.919998,82.190002,80.809998,81.580002,81.580002,26387800
6/7/2021,81.400002,81.68,80.379997,81.349998,81.349998,29006800
6/8/2021,81.870003,82.650002,80.449997,80.889999,80.889999,26956600
6/9/2021,81.089996,81.68,79.800003,79.959999,79.959999,28454600
6/10/2021,80.019997,81.709999,79.699997,81.559998,81.559998,28606400
6/11/2021,81.610001,82.330002,80.699997,81.309998,81.309998,24310900
6/14/2021,81.510002,81.550003,80.199997,81.550003,81.550003,27830200
6/15/2021,81.589996,81.68,80.220001,80.470001,80.470001,26194300
6/16/2021,80.75,81.449997,78.959999,80.110001,80.110001,29598300
6/17/2021,80.769997,85.370003,80.57,84.559998,84.559998,77822800
6/18/2021,84.279999,85.769997,83.480003,84.650002,84.650002,58736800
6/21/2021,83.489998,84.190002,82.209999,82.589996,82.589996,44417100
6/22/2021,82.900002,84.040001,82.480003,83.580002,83.580002,32107700
6/23/2021,83.830002,84.489998,83.160004,83.82,83.82,25992400
6/24/2021,84.389999,87.139999,84.370003,86.099998,86.099998,42217700
6/25/2021,86.339996,86.360001,85.099998,85.620003,85.620003,27804500
6/28/2021,86.379997,88,86.150002,87.080002,87.080002,30262000
6/29/2021,87.410004,90.300003,86.660004,89.519997,89.519997,46181000
6/30/2021,90.82,94.339996,90.599998,93.93,93.93,70721500
7/1/2021,94.040001,94.18,91.699997,93.309998,93.309998,58059000
7/2/2021,93.279999,95.269997,92.209999,94.699997,94.699997,51316700
7/6/2021,94.879997,95.410004,93.32,94.470001,94.470001,44930100
7/7/2021,95.019997,95.440002,90.309998,90.540001,90.540001,51498500
7/8/2021,87.860001,90.339996,87.449997,89.739998,89.739998,45673500
7/9/2021,90.040001,91.260002,88.529999,90.900002,90.900002,35278400
7/12/2021,91.220001,91.900002,89.650002,90.809998,90.809998,28526600
7/13/2021,90.480003,91.410004,89.830002,90.260002,90.260002,30367600
7/14/2021,90.760002,91.400002,88.940002,89.050003,89.050003,28108500
7/15/2021,89.779999,89.779999,86.18,86.93,86.93,38944700
7/16/2021,87.32,88.029999,85.68,85.889999,85.889999,35860700
7/19/2021,84.989998,87.230003,84.239998,86.580002,86.580002,39244800
7/20/2021,87.089996,87.769997,85.169998,87.110001,87.110001,28089000
7/21/2021,87.25,89.489998,86.900002,89.410004,89.410004,29469900
7/22/2021,89.400002,91.360001,89.080002,91.209999,91.209999,33730100
7/23/2021,91.349998,92.370003,90.190002,92.150002,92.150002,31708900
7/26/2021,92.010002,92.75,91.120003,91.82,91.82,27668500
7/27/2021,92.940002,94.099998,89.099998,91.029999,91.029999,69427000
7/28/2021,93.440002,98.709999,89.650002,97.93,97.93,140561000
7/29/2021,96.580002,105.739998,96.580002,102.949997,102.949997,164091800
7/30/2021,101.599998,106.970001,101.379997,106.190002,106.190002,125567000
8/2/2021,105.93,110.330002,103.830002,108.629997,108.629997,115581900
8/3/2021,108.150002,114.849998,107.660004,112.559998,112.559998,157723100
8/4/2021,114.360001,122.489998,114.160004,118.769997,118.769997,225368700
8/5/2021,116.629997,117.68,111.589996,112.349998,112.349998,137860900
8/6/2021,110.550003,116.260002,109.699997,110.110001,110.110001,143792800
8/9/2021,111.309998,112.330002,107.059998,107.580002,107.580002,115749900
8/10/2021,107.900002,109.169998,104.360001,106.480003,106.480003,113012300
8/11/2021,107.599998,109.790001,105.620003,107.68,107.68,91788300
8/12/2021,107.389999,108.440002,105.860001,106.5,106.5,60578700
8/13/2021,107.169998,111.709999,106.57,110.550003,110.550003,100059200
8/16/2021,110.199997,111.580002,105.870003,107.480003,107.480003,73325400
8/17/2021,106.639999,108.699997,105.349998,107.559998,107.559998,74053900
8/18/2021,107.349998,108.07,103.269997,103.440002,103.440002,79387900
8/19/2021,103.32,106.18,101.980003,103.699997,103.699997,71117500
8/20/2021,104.32,105.980003,103.989998,104.650002,104.650002,55190300
8/23/2021,105.300003,109.019997,104.860001,108.769997,108.769997,68835300
8/24/2021,109.449997,109.610001,107.279999,107.650002,107.650002,51239300
8/25/2021,108.129997,109.910004,107.449997,108.300003,108.300003,45485500
8/26/2021,108.57,109.230003,106.839996,107.269997,107.269997,51442500
8/27/2021,108.010002,111.779999,107.800003,111.400002,111.400002,60970800
8/30/2021,112.610001,114.489998,111.260002,111.32,111.32,56130500
8/31/2021,111.260002,111.260002,109.029999,110.720001,110.720001,49339000
9/1/2021,111.300003,111.849998,109.849998,109.989998,109.989998,38579600
9/2/2021,110.32,110.879997,108.769997,109.199997,109.199997,40090500
9/3/2021,108.849998,111.169998,108.5,109.919998,109.919998,42605800
9/7/2021,109.959999,110.580002,108.660004,109.150002,109.150002,28815200
9/8/2021,108.879997,109.300003,105.519997,106.169998,106.169998,43067900
9/9/2021,106.559998,107.300003,105.839996,106.150002,106.150002,31857900
9/10/2021,106.989998,106.989998,104.980003,105.199997,105.199997,32559400
9/13/2021,105.260002,105.279999,102.629997,104.800003,104.800003,37767800
9/14/2021,105.519997,106.82,104.419998,105.730003,105.730003,40629500
9/15/2021,106,106.32,104.029999,105.599998,105.599998,37998900
9/16/2021,104.919998,106.75,103.760002,106.220001,106.220001,38150300
9/17/2021,105.559998,105.980003,103.709999,103.879997,103.879997,44528300
9/20/2021,101.580002,102.510002,99.510002,101.550003,101.550003,45228400
9/21/2021,102.150002,103.43,101.18,102.82,102.82,35481500
9/22/2021,102.82,104.559998,102.209999,104.379997,104.379997,34126300
9/23/2021,104.889999,106.860001,103.889999,106.150002,106.150002,32816700
9/24/2021,105.190002,106.050003,104.68,105.800003,105.800003,26482600
9/27/2021,105.07,108.440002,103.440002,108.160004,108.160004,51944300
9/28/2021,106.839996,107.650002,101.419998,101.519997,101.519997,74469000
9/29/2021,102.300003,102.660004,99.809998,100.349998,100.349998,52224700
9/30/2021,102.080002,104.440002,101.989998,102.900002,102.900002,57588500
10/1/2021,102.599998,103,100.639999,102.449997,102.449997,41491600
10/4/2021,101.739998,101.849998,99.82,100.339996,100.339996,41967100
10/5/2021,100.919998,102.870003,100.610001,101.809998,101.809998,31455200
10/6/2021,100.449997,103.720001,100.349998,103.639999,103.639999,39071700
10/7/2021,104.599998,107.949997,104.459999,106.449997,106.449997,41543100
10/8/2021,106.550003,107.279999,104.889999,105.059998,105.059998,30584900
10/11/2021,104.620003,107.199997,104.019997,104.68,104.68,31284400
10/12/2021,105.169998,106.040001,104.339996,105.040001,105.040001,34039900
10/13/2021,106.279999,109.879997,106.25,109.160004,109.160004,55631900
10/14/2021,110.5,112.220001,109.629997,111.989998,111.989998,46900200
10/15/2021,112.510002,112.839996,111.110001,112.120003,112.120003,34177700
10/18/2021,111.900002,116.879997,111.370003,116.43,116.43,47537800
10/19/2021,116.160004,117.169998,114.470001,116.330002,116.330002,39593900
10/20/2021,116.290001,118.300003,115.419998,116.389999,116.389999,34244800
10/21/2021,116.5,119.68,116.260002,119.330002,119.330002,34794900
10/22/2021,120.830002,121.559998,118.370003,119.82,119.82,38992700
10/25/2021,120.519997,123.459999,118.599998,122.360001,122.360001,47834100
10/26/2021,122.989998,127.199997,122.580002,122.93,122.93,59458900
10/27/2021,121.629997,128.080002,121.050003,122.279999,122.279999,98245300
10/28/2021,122.860001,123.5,120.260002,121.160004,121.160004,58002500
10/29/2021,120.949997,122.57,119.879997,120.230003,120.230003,43289800
11/1/2021,119.449997,125.669998,118.129997,125.230003,125.230003,54559800
11/2/2021,124.980003,128.460007,124.199997,127.629997,127.629997,53491900
11/3/2021,127.75,130.600006,126.790001,130.529999,130.529999,59537800
11/4/2021,132.009995,139,130.770004,137.5,137.5,84825200
11/5/2021,139.190002,141.220001,134.419998,136.339996,136.339996,64878000
11/8/2021,137.699997,153.600006,137.699997,150.160004,150.160004,141493800
11/9/2021,154.009995,155.649994,143.889999,148.919998,148.919998,98442600
11/10/2021,143.929993,146.300003,138.520004,139.869995,139.869995,82989200
11/11/2021,142.960007,146.470001,140.839996,146.009995,146.009995,67934800
11/12/2021,146.029999,148.589996,144.25,147.889999,147.889999,52124200
11/15/2021,148,148.979996,142.860001,146.490005,146.490005,52271300
11/16/2021,145.929993,153.080002,145.339996,152.449997,152.449997,53100800
11/17/2021,151.979996,154.660004,149.690002,151.339996,151.339996,54527500
11/18/2021,157.070007,158.889999,152.559998,155.020004,155.020004,60612700
11/19/2021,155.759995,156.919998,153.449997,155.410004,155.410004,41668900
11/22/2021,157.139999,161.880005,152.389999,152.520004,152.520004,58674100
11/23/2021,150.410004,152.660004,145.300003,149.919998,149.919998,62852700
11/24/2021,149.460007,157.929993,147.190002,157.800003,157.800003,60677100
11/26/2021,155.800003,158.100006,152.809998,154.809998,154.809998,36245100
11/29/2021,157.5,162.509995,156.100006,161.910004,161.910004,57438900
11/30/2021,163.279999,164.460007,155.679993,158.369995,158.369995,75182500
12/1/2021,160.369995,160.880005,148.919998,149.110001,149.110001,64039100
12/2/2021,147.679993,152.529999,146.470001,150.679993,150.679993,56161200
12/3/2021,151.649994,152.380005,140.720001,144.009995,144.009995,65856800
12/6/2021,141.139999,141.309998,134.199997,139.059998,139.059998,66776500
12/7/2021,143.899994,145.759995,141,144.850006,144.850006,53359400
12/8/2021,144.960007,147.039993,142.699997,145.240005,145.240005,40977500
12/9/2021,145.160004,146.690002,137.800003,138.100006,138.100006,53019900
12/10/2021,141.289993,141.369995,135.820007,138.550003,138.550003,42187900
12/13/2021,138.25,139.399994,133.419998,133.800003,133.800003,42174000
12/14/2021,131.669998,137.240005,130.600006,135.600006,135.600006,50754600
12/15/2021,135.110001,146.690002,133.809998,146.5,146.5,72425800
12/16/2021,147,147.929993,137.020004,138.639999,138.639999,63369600
12/17/2021,136.300003,142.039993,136.110001,137.75,137.75,55642100
12/20/2021,135.970001,138.259995,133.520004,135.800003,135.800003,38195400
12/21/2021,138.190002,144.5,135.149994,144.25,144.25,57785200
12/22/2021,142.649994,144.5,140.270004,143.880005,143.880005,46923700
12/23/2021,143.889999,149.020004,143.850006,146.139999,146.139999,48653800
12/27/2021,147.509995,154.889999,147.25,154.360001,154.360001,53296400
12/28/2021,155.880005,156.729996,151.380005,153.149994,153.149994,58699100
12/29/2021,152.820007,154.339996,147.289993,148.259995,148.259995,51300200
12/30/2021,147.440002,148.850006,144.850006,145.149994,145.149994,44358000
12/31/2021,146.160004,148.610001,143.550003,143.899994,143.899994,49448100
1/3/2022,145.139999,151.649994,145.020004,150.240005,150.240005,59396600
1/4/2022,151.009995,152.419998,140.699997,144.419998,144.419998,80200500
1/5/2022,142.820007,143.759995,135.289993,136.149994,136.149994,65403200
1/6/2022,136.190002,138,131.770004,136.229996,136.229996,64802900
1/7/2022,136.279999,137.440002,131.130005,132,132,58398000
1/10/2022,129.080002,132.419998,125.029999,132,132,84671300
1/11/2022,133.449997,138.990005,131.589996,137.309998,137.309998,77153900
1/12/2022,138.589996,140.570007,135.770004,137.470001,137.470001,69669600
1/13/2022,139.440002,141.25,131.809998,132.740005,132.740005,76618100
1/14/2022,131.679993,137,131.429993,136.880005,136.880005,71032200
1/18/2022,134.5,136.389999,131.589996,131.929993,131.929993,56527400
1/19/2022,133.550003,134.570007,128.020004,128.270004,128.270004,69831800
1/20/2022,126.040001,128.509995,121.410004,121.889999,121.889999,91157300
1/21/2022,120.139999,125.019997,118.389999,118.809998,118.809998,95685300
1/24/2022,115.400002,116.769997,107.5,116.529999,116.529999,116210100
1/25/2022,114.099998,114.82,109.860001,111.129997,111.129997,85102900
1/26/2022,114.550003,117.160004,108.629997,110.709999,110.709999,94752600
1/27/2022,111.959999,112.75,101.940002,102.599998,102.599998,125954100
1/28/2022,101.550003,105.400002,99.349998,105.239998,105.239998,98749500
1/31/2022,107.93,114.309998,106.900002,114.25,114.25,97206000
2/1/2022,116.75,117.260002,112.730003,116.779999,116.779999,122467900
2/2/2022,129.889999,130.059998,120.639999,122.760002,122.760002,180065000
2/3/2022,120.32,125.370003,118.82,120.080002,120.080002,103599500
2/4/2022,120.339996,124.959999,118.580002,123.599998,123.599998,86128200
2/7/2022,123.559998,127.629997,122.790001,123.669998,123.669998,81672500
2/8/2022,122.379997,128.710007,122.050003,128.229996,128.229996,84902800
2/9/2022,129.600006,132.960007,127.650002,132.850006,132.850006,92948900
2/10/2022,128.839996,131.759995,124.610001,125.769997,125.769997,108939900
2/11/2022,126.139999,127.169998,111.809998,113.18,113.18,164482400
2/14/2022,115.510002,118.370003,113.459999,114.269997,114.269997,135146400
2/15/2022,117.190002,121.879997,114.360001,121.470001,121.470001,144139700
2/16/2022,119.050003,119.540001,114.220001,117.690002,117.690002,119109600
2/17/2022,116.260002,116.980003,112.260002,112.370003,112.370003,98179600
2/18/2022,113.900002,115.639999,109.889999,113.830002,113.830002,114193900
2/22/2022,115.269997,119.199997,113.610001,115.650002,115.650002,141648500
2/23/2022,117.400002,118.650002,109.040001,109.760002,109.760002,120073500
2/24/2022,104.559998,111.839996,104.260002,109.580002,109.580002,87005015
